Subject,Start Date,All Day Event,Start Time,End Time,Location,Description
Michael Giacchino to Score Star Wars: Rogue One,9/15/2016,FALSE,5:04 PM,,,Hollywood Reporter
Pacific Rim 2 Has a New Lead,9/15/2016,FALSE,3:31 PM,,,Variety
She’s Gotta Have It Gets Series Order from Netflix,9/15/2016,FALSE,8:58 AM,,,Variety
Rob Lowe Joins Super Troopers 2,9/14/2016,FALSE,5:31 PM,,,Variety
Star Trek: Discovery Premiere Bumped Back to May 2017,9/14/2016,FALSE,3:44 PM,,,New York Magazine/Vulture
Jackie Earle Haley Joins Alita: Battle Angel,9/14/2016,FALSE,1:25 PM,,,Variety
Bloodline‘s Third Season Will Be Its Last for Netflix,9/14/2016,FALSE,11:43 AM,,,Hollywood Reporter
Benicio del Toro in Talks for New Predator,9/12/2016,FALSE,11:50 AM,,,Variety
Sausage Party Vet to Direct Toxic Avenger Remake,9/12/2016,FALSE,11:50 AM,,,Variety
Mister Sinister Confirmed for Wolverine 3,9/12/2016,FALSE,9:36 AM,,,CinemaBlend.com
Juan Antonio Bayona Talks Jurassic World Trilogy,9/12/2016,FALSE,9:35 AM,,,Latino Review
Tom Hanks Developing World War II Drama Greyhound,9/9/2016,FALSE,6:14 PM,,,Variety
Dax Shepard in Talks to Co-Direct Animated Scooby-Doo Feature,9/9/2016,FALSE,2:56 PM,,,Hollywood Reporter
The Flash Adds Billy Crudup,9/9/2016,FALSE,2:15 PM,,,Variety
Jeff Nichols Boards Alien Nation Remake,9/9/2016,FALSE,11:57 AM,,,Variety
Meryl Streep to Star in The Nix TV Series for J.J. Abrams,9/8/2016,FALSE,11:00 AM,,,deadline
Joe Manganiello Confirmed as Deathstroke in Ben Affleck’s Batman Movie,9/8/2016,FALSE,10:08 AM,,,Wall Street Journal
Daniel Day-Lewis and Paul Thomas Anderson Reuniting for 2017 Film,9/8/2016,FALSE,8:53 AM,,,deadline
Reese Witherspoon and Mindy Kaling in Talks for A Wrinkle in Time,9/7/2016,FALSE,12:47 PM,,,Variety
Tyrant Canceled by FX,9/7/2016,FALSE,11:02 AM,,,Variety
Super Troopers 2 Is Filming,9/7/2016,FALSE,9:50 AM,,,ScreenRant
Heathers Series in Development at TV Land,9/6/2016,FALSE,5:19 PM,,,Variety
Jared Hess to Direct Shanghai Noon Sequel,9/6/2016,FALSE,12:35 PM,,,Hollywood Reporter
Blu-ray Remaster May Solve the Riddle of The Thing,9/6/2016,FALSE,9:21 AM,,,Slashfilm
Narcos Earns Two-Season Renewal,9/6/2016,FALSE,8:15 AM,,,Variety
The Blair Witch Project Could Get an Extended Cut,9/6/2016,FALSE,8:14 AM,,,ScreenCrush
Read About the Saints Row Movie That Could Have Starred Dwayne Johnson,9/6/2016,FALSE,8:14 AM,,,Fandom
Uncharted Is Off the Release Schedule,9/2/2016,FALSE,7:21 AM,,,ComingSoon.net
The Dark Tower TV Series Is Still in Development,9/1/2016,FALSE,3:28 PM,,,deadline
Jon Favreau to Appear in Spider-Man: Homecoming,9/1/2016,FALSE,3:25 PM,,,Variety
Trish Sie to Direct Pitch Perfect 3,9/1/2016,FALSE,2:25 PM,,,Variety
Game of Thrones Adds Jim Broadbent in ‘Significant’ Role,8/31/2016,FALSE,2:06 PM,,,Variety
Bill Nye Is Getting His Own Netflix Talk Show,8/31/2016,FALSE,9:54 AM,,,Variety
Stranger Things Renewed for Season 2,8/31/2016,FALSE,6:39 AM,,,Variety
Marvel Reportedly Eyeing New Warriors Series for Squirrel Girl,8/30/2016,FALSE,7:04 PM,,,TV Line
Paget Brewster Returns to Regular Status at Criminal Minds,8/30/2016,FALSE,1:53 PM,,,Variety
Richard Linklater Adds Famous Faces to New Film,8/30/2016,FALSE,1:53 PM,,,Variety
Terminator 2 Returning to Theaters in 3D,8/30/2016,FALSE,1:52 PM,,,ScreenRant
Anne Hathaway Will Live Fast Die Hot,8/30/2016,FALSE,1:52 PM,,,Variety
Grimm to End After Season 6,8/29/2016,FALSE,3:09 PM,,,Variety
Gene Wilder: 1933-2016,8/29/2016,FALSE,12:36 PM,,,Variety
Pretty Little Liars Officially Ending After Season 7,8/29/2016,FALSE,12:36 PM,,,Variety
Alison Brie Set for Netflix Wrestling Series G.L.O.W.,8/29/2016,FALSE,10:02 AM,,,Variety
Phylicia Rashad Joins Empire,8/29/2016,FALSE,10:01 AM,,,Variety
Ben Affleck Hints at Deathstroke’s DCEU Arrival,8/29/2016,FALSE,8:02 AM,,,Variety
Deadpool Writers Working on Zombieland 2,8/29/2016,FALSE,8:00 AM,,,ScreenRant
Sam Mendes May Direct a New James and the Giant Peach,8/25/2016,FALSE,5:56 PM,,,deadline
Helen Mirren Joins Disney’s Nutcracker,8/25/2016,FALSE,3:28 PM,,,Variety
New Mutants Movie Gains a Pair of Writers,8/25/2016,FALSE,1:31 PM,,,Hollywood Reporter
Franchise Rights at Stake in Friday the 13th Lawsuit,8/25/2016,FALSE,1:29 PM,,,Hollywood Reporter
Doug Liman Reportedly Leaves Gambit to Direct DC’s Dark Universe,8/24/2016,FALSE,11:51 AM,,,Variety
Doctor Strange Drafts Dan Harmon for Script Work,8/24/2016,FALSE,11:50 AM,,,ScreenRant
Nashville Sets CMT Premiere Date,8/24/2016,FALSE,11:49 AM,,,Variety
Ray Romano Set to Star in Get Shorty Series,8/23/2016,FALSE,11:25 AM,,,deadline
The Departed Series in Development at Amazon,8/23/2016,FALSE,9:25 AM,,,Variety
Ben Affleck Is Witness for the Prosecution,8/19/2016,FALSE,10:46 AM,,,Variety
Lost Boys Anthology Series in the Works at the CW,8/18/2016,FALSE,5:35 PM,,,Variety
John Turturro Really Seems to Be Making a Big Lebowski Spinoff,8/18/2016,FALSE,2:45 PM,,,Variety
Jared Leto Joins Blade Runner Sequel,8/18/2016,FALSE,12:03 PM,,,Variety
Arthur Hiller: 1923-2016,8/17/2016,FALSE,3:55 PM,,,New York Times
Marvel’s Runaways Are Coming to Hulu,8/17/2016,FALSE,12:09 PM,,,Variety
Fox Planning New Clue Adaptation,8/17/2016,FALSE,5:37 AM,,,The Tracking Board
Cyborg Will Appear in The Flash,8/16/2016,FALSE,5:35 PM,,,Variety
Will Ferrell and John C. Reilly to Reunite for Holmes and Watson,8/16/2016,FALSE,3:11 PM,,,Variety
The New Pokemon Movie Has Some Impressive Writers,8/16/2016,FALSE,3:10 PM,,,Variety
CMT Developing Varsity Blues Series,8/16/2016,FALSE,3:09 PM,,,Variety
Mr. Robot Renewed for Season 3,8/16/2016,FALSE,12:01 PM,,,Variety
Amazon Orders Jack Ryan Series,8/16/2016,FALSE,12:00 PM,,,Variety
Shane Black Would Like to Make a Monster Squad Sequel,8/16/2016,FALSE,5:08 AM,,,IGN
Comedy Central Cancels The Nightly Show with Larry Wilmore,8/15/2016,FALSE,10:08 AM,,,Variety
Fyvush Finkel: 1922-2016,8/15/2016,FALSE,4:48 AM,,,New York Times
Seth Rogen Wants Another Sausage Party,8/15/2016,FALSE,4:48 AM,,,Fandango
Kenny Baker: 1934-2016,8/13/2016,FALSE,10:26 AM,,,Guardian
Thomas Gibson Fired from Criminal Minds,8/12/2016,FALSE,10:57 AM,,,Variety
Bad Boys 3 Bumped to 2018,8/11/2016,FALSE,6:39 PM,,,Variety
Paul Rudd Talks Ant-Man and the Wasp,8/11/2016,FALSE,4:42 AM,,,ScreenRant
Jonah Hill Doubts Men in Black/21 Jump Street Crossover Will Happen,8/11/2016,FALSE,4:41 AM,,,Toronto Sun
David Fincher Wanted for World War Z Sequel,8/10/2016,FALSE,6:26 PM,,,Variety
Margot Robbie Is Queen of the Air,8/10/2016,FALSE,6:26 PM,,,deadline
Antoine Fuqua in Talks for Scarface,8/10/2016,FALSE,12:52 PM,,,Variety
Jason Momoa Rumored for Crow Reboot,8/10/2016,FALSE,10:47 AM,,,ScreenRant
"Ocean’s 8 Lineup Reportedly Now Includes Anne Hathaway, Rihanna, Helena Bonham Carter, Mindy Kaling",8/10/2016,FALSE,9:39 AM,,,deadline
Croods 2 Bumped to 2018,8/10/2016,FALSE,9:38 AM,,,Variety
Ghostbusters Sequel Reportedly Unlikely,8/10/2016,FALSE,6:32 AM,,,Hollywood Reporter
Defenders Showrunners Talk Uniting Netflix’s Marvel Universe,8/10/2016,FALSE,6:31 AM,,,IGN
The Chronicles of Narnia Will Begin Again,8/9/2016,FALSE,5:23 PM,,,Variety
Breck Eisner in Talks to Direct Friday the 13th,8/8/2016,FALSE,3:50 PM,,,Variety
Shrek Director to Helm Live-Action Curious George,8/8/2016,FALSE,3:49 PM,,,Variety
Maya Rudolph Joins Melissa McCarthy’s Life of the Party,8/5/2016,FALSE,4:08 AM,,,Variety
Phantom Tollbooth Movie in Development,8/5/2016,FALSE,4:07 AM,,,ScreenRant
Daisy Ridley to Star in Chaos Walking,8/4/2016,FALSE,2:35 PM,,,Variety
Angelina Jolie Drops Out of Murder on the Orient Express,8/4/2016,FALSE,2:34 PM,,,Variety
ABC Still Having ‘Conversations’ About a Star Wars TV Series,8/4/2016,FALSE,11:41 AM,,,Variety
Rebel Wilson to Star in Dirty Rotten Scoundrels Remake,8/4/2016,FALSE,11:40 AM,,,Variety
Joel Edgerton in Talks for Jennifer Lawrence’s Red Sparrow,8/4/2016,FALSE,11:39 AM,,,Variety
Who’s Ready for a Pumpkinhead Reboot?,8/3/2016,FALSE,11:24 AM,,,ScreenRant
Fantastic Beasts Sequel Scheduled for 2018,8/3/2016,FALSE,6:04 AM,,,Variety
Secret Life of Pets Sequel Set for 2018,8/2/2016,FALSE,12:13 PM,,,Variety
Mel Gibson and Sean Penn Are The Professor and the Madman,8/2/2016,FALSE,12:13 PM,,,Variety
Cruella Is Getting a Rewrite,8/2/2016,FALSE,12:12 PM,,,The Tracking Board
L.A. Law Revival in Early Development,8/2/2016,FALSE,12:11 PM,,,CinemaBlend.com
Benedict Cumberbatch Is Rogue Male,8/2/2016,FALSE,3:50 AM,,,Variety
Gender-Swapped Splash Remake Adds Channing Tatum and Jillian Bell,8/1/2016,FALSE,11:31 AM,,,Variety
Joe Carnahan’s Taking a Crack at the Uncharted Script,7/29/2016,FALSE,12:44 PM,,,Variety
Meryl Streep in Talks for Mary Poppins Returns,7/29/2016,FALSE,7:15 AM,,,Variety
Nick Jonas in Talks to Join Dwayne Johnson in Jumanji,7/28/2016,FALSE,11:03 AM,,,Variety
Idina Menzel to Star in Lifetime Beaches Remake,7/28/2016,FALSE,11:03 AM,,,Entertainment Weekly
Will Arnett’s Flaked Renewed for Season 2,7/28/2016,FALSE,10:45 AM,,,Variety
Disney Developing Rocketeer Redo,7/28/2016,FALSE,9:57 AM,,,Collider.com
Ballers Renewed for Season 3,7/28/2016,FALSE,9:56 AM,,,Variety
New Line Planning Lights Out Sequel,7/28/2016,FALSE,5:49 AM,,,Variety
Netflix Sets Premiere Date for Gilmore Girls Revival,7/27/2016,FALSE,2:43 PM,,,deadline
Michael B. Jordan Confident Creed Sequel Will Happen,7/27/2016,FALSE,2:42 PM,,,Collider.com
Pulitzer Winner David Auburn in Talks to Write Charlie’s Angels Reboot,7/27/2016,FALSE,2:41 PM,,,Variety
Arrested Development Season 5 Could Film in Early 2017,7/27/2016,FALSE,11:01 AM,,,Variety
Oprah Winfrey Joins A Wrinkle in Time,7/27/2016,FALSE,6:14 AM,,,Variety
Jessica Chastain in Talks for The Division,7/26/2016,FALSE,3:00 PM,,,Variety
Marni Nixon: 1930-2016,7/25/2016,FALSE,11:43 AM,,,New York Times
Brie Larson Confirmed for Captain Marvel,7/24/2016,FALSE,11:48 AM,,,Variety
"New Batman Movie Confirmed with Ben Affleck Starring, Directing",7/24/2016,FALSE,11:48 AM,,,Los Angeles Times
Mystery Science Theater 3000 Returning on Netflix,7/24/2016,FALSE,11:47 AM,,,Variety
Max Landis Writing Pepe Le Pew Movie,7/24/2016,FALSE,11:46 AM,,,ScreenRant
The Aquaman Movie Has a Writer,7/22/2016,FALSE,2:01 PM,,,Variety
Daredevil Renewed for Season 3,7/22/2016,FALSE,6:06 AM,,,Variety
Richard Dean Anderson May Appear on MacGyver Reboot,7/21/2016,FALSE,3:14 PM,,,Variety
Jurassic World Sequel Filming Early Next Year,7/21/2016,FALSE,12:17 PM,,,ScreenRant
Shrek 5 Coming in 2019,7/21/2016,FALSE,12:16 PM,,,Looper
Amazon Circling Kevin Smith Buckaroo Banzai Series,7/21/2016,FALSE,12:15 PM,,,deadline
Final VCR Manufacturer Shutting Down,7/21/2016,FALSE,12:13 PM,,,Collider.com
Margot Robbie Leads Bad Monkeys,7/20/2016,FALSE,9:44 PM,,,Variety
Divergent Series Reportedly Wrapping Up on TV,7/20/2016,FALSE,9:43 PM,,,Variety
Kirsten Dunst to Direct Bell Jar Adaptation Starring Dakota Fanning,7/20/2016,FALSE,2:25 PM,,,Variety
Garry Marshall: 1934-2016,7/20/2016,FALSE,5:23 AM,,,Variety
Making a Murderer Will Return to Netflix with New Episodes,7/19/2016,FALSE,10:02 AM,,,Variety
Game of Thrones Reveals Season 7 Episode Count and Premiere Date,7/18/2016,FALSE,9:23 AM,,,Variety
Star Trek Beyond Sequel Announced,7/18/2016,FALSE,8:38 AM,,,Variety
Darth Vader Virtual Reality Project in the Works,7/17/2016,FALSE,9:21 AM,,,The Verge
"Star Trek 4 Is a ‘100 Percent Yes,’ According to J.J. Abrams",7/15/2016,FALSE,1:08 PM,,,ScreenRant
Oscar Isaac to Star in Steven Spielberg’s Kidnapping of Edgardo Montara,7/15/2016,FALSE,10:07 AM,,,Variety
Fast 8 Set Photos Reveal Plot Details,7/14/2016,FALSE,2:35 PM,,,Looper
Max Landis Rumored for New Pokémon Movie,7/14/2016,FALSE,2:35 PM,,,ScreenRant
Steven Soderbergh Passed on Directing Two Bond Movies,7/14/2016,FALSE,2:34 PM,,,Collider.com
Amazon Wants More Catastrophe,7/14/2016,FALSE,2:33 PM,,,deadline
It Photo Reveals New Pennywise,7/13/2016,FALSE,10:18 AM,,,Entertainment Weekly
Bloodline Renewed for Season 3 at Netflix,7/13/2016,FALSE,10:17 AM,,,Variety
Saw: Legacy May Have Its Directors,7/12/2016,FALSE,3:47 PM,,,Fangoria
Woody Harrelson in Talks for Iraq War Drama Shock and Awe,7/12/2016,FALSE,3:46 PM,,,Variety
Maron Ending After Four Seasons,7/12/2016,FALSE,4:37 AM,,,Variety
Javier Bardem Rumored for Frankenstein,7/11/2016,FALSE,1:06 PM,,,Variety
Carrie Coon to Star in Fargo Season 3,7/11/2016,FALSE,1:05 PM,,,Variety
Kiersey Clemons Rumored for Major Role in Rick Famuyiwa’s The Flash,7/8/2016,FALSE,10:46 AM,,,Variety
Kiefer Sutherland Signs on for Flatliners Remake,7/7/2016,FALSE,5:37 PM,,,Variety
BoJack Horseman Creator Rewriting Lego Movie Sequel,7/7/2016,FALSE,3:22 PM,,,Variety
Ariana Grande Joins Hairspray Live,7/7/2016,FALSE,1:19 PM,,,Variety
Tomb Raider Scheduled for 2018,7/7/2016,FALSE,11:58 AM,,,Variety
Sulu Will Come Out in Star Trek Beyond,7/7/2016,FALSE,8:39 AM,,,New York Magazine/Vulture
Game of Thrones Season 7 Faces Weather Delays,7/6/2016,FALSE,1:55 PM,,,Variety
ABC Cancels Uncle Buck,7/6/2016,FALSE,12:17 PM,,,Variety
Kevin Smith Will Be Back for More Flash,7/6/2016,FALSE,10:04 AM,,,Den of Geek
Russo Brothers Adapting The Warriors for Hulu Series,7/5/2016,FALSE,8:08 AM,,,deadline
Abbas Kiarostami: 1940-2016,7/4/2016,FALSE,4:51 PM,,,Guardian
Michael Cimino: 1939-2016,7/4/2016,FALSE,4:51 PM,,,New York Times
Pacific Rim 2 Has a Release Date,6/30/2016,FALSE,2:26 PM,,,Variety
Disney Announces Wreck-It Ralph Sequel,6/30/2016,FALSE,9:26 AM,,,Variety
Scarlett Johansson Is the Highest-Grossing Actress in Hollywood History,6/30/2016,FALSE,7:35 AM,,,Guardian
Netflix Planning New Lost in Space Series,6/29/2016,FALSE,5:24 PM,,,Variety
Preacher Renewed for Season 2,6/29/2016,FALSE,12:08 PM,,,Variety
First Spider-Man: Homecoming Set Photos Surface,6/29/2016,FALSE,6:01 AM,,,Looper
Game of Thrones Sets Show Ratings Record with Season 6 Finale,6/28/2016,FALSE,11:32 AM,,,Variety
Suicide Squad Runtime Revealed,6/28/2016,FALSE,11:31 AM,,,Collider.com
Tetris Movie Plans Call for Sci-Fi Trilogy,6/28/2016,FALSE,11:30 AM,,,Variety
Ansel Elgort in Talks for Dungeons & Dragons,6/27/2016,FALSE,4:02 PM,,,Deadline Hollywood Daily
Minecraft Movie Scheduled for 2019,6/27/2016,FALSE,12:38 PM,,,Variety
Roland Emmerich Makes Plans for Moonfall,6/24/2016,FALSE,11:51 AM,,,Variety
Gareth Edwards Talks Rogue One Reshoots,6/24/2016,FALSE,4:38 AM,,,Entertainment Weekly
Sony Deferring “Creative Lead” to Marvel for Spider-Man,6/24/2016,FALSE,4:37 AM,,,Hollywood Reporter
Bryan Fuller Offers New Star Trek Series Details,6/24/2016,FALSE,4:35 AM,,,Collider.com
Batman v Superman: Dawn of Justice Ultimate Edition Getting Theatrical Release,6/23/2016,FALSE,3:38 AM,,,ComicBook.com
HBO Cancels Vinyl,6/22/2016,FALSE,10:41 AM,,,Variety
Darth Vader Confirmed for Rogue One; Character Details Revealed,6/22/2016,FALSE,8:59 AM,,,Entertainment Weekly
Jim Carrey and Eli Roth Team for Aleister Arcane,6/22/2016,FALSE,8:59 AM,,,Variety
Bryan Cranston Joins Power Rangers,6/22/2016,FALSE,3:42 AM,,,Variety
Archer Renewed Through Season 10,6/21/2016,FALSE,11:36 AM,,,Variety
Kristin Chenoweth Joins Hairspray Live,6/21/2016,FALSE,11:07 AM,,,Variety
Ben Affleck Talks Solo Batman Movie,6/21/2016,FALSE,6:37 AM,,,Collider.com
Justice League Set Visit Report,6/21/2016,FALSE,6:37 AM,,,Collider.com
Noomi Rapace Will Return for Alien: Covenant,6/20/2016,FALSE,6:35 PM,,,Variety
Eli Roth in Talks to Direct Bruce Willis in Death Wish Remake,6/20/2016,FALSE,12:25 PM,,,Variety
Anton Yelchin: 1989-2016,6/19/2016,FALSE,5:09 PM,,,New York Times
Dean Devlin Talks Stargate Reboot,6/17/2016,FALSE,1:53 PM,,,Variety
Common IS Black Samurai,6/17/2016,FALSE,1:53 PM,,,Variety
Vera Farmiga and Liam Neeson Team Up for The Commuter,6/17/2016,FALSE,1:52 PM,,,Variety
James Wan to Direct Premiere Episode of New MacGyver,6/16/2016,FALSE,4:46 PM,,,Variety
Spider-Man: Homecoming Adds Logan Marshall-Green,6/16/2016,FALSE,1:38 PM,,,Variety
Wicked Movie Set for 2019 Release,6/16/2016,FALSE,10:32 AM,,,Variety
Tyler Hoechlin Is Supergirl‘s Superman,6/16/2016,FALSE,10:10 AM,,,Variety
Orphan Black Renewed for Fifth and Final Season,6/16/2016,FALSE,10:09 AM,,,Variety
The Conjuring 2 Is Getting a Spinoff,6/15/2016,FALSE,1:11 PM,,,Variety
Helen Mirren Confirms Herself for Fast 8,6/15/2016,FALSE,1:10 PM,,,New York Magazine/Vulture
Gary Ross Talks Ocean’s Eight,6/15/2016,FALSE,1:08 PM,,,Slashfilm
Beverly Hills Cop 4 Has New Directors,6/14/2016,FALSE,3:30 PM,,,Variety
Donald Glover Joins Spider-Man: Homecoming,6/14/2016,FALSE,10:57 AM,,,Variety
Curb Your Enthusiasm to Return for Season 9,6/14/2016,FALSE,10:03 AM,,,Variety
Hey Arnold! The Jungle Movie to Air in 2017,6/13/2016,FALSE,12:40 PM,,,Variety
"Netflix to Premiere Robert Redford, Jason Segel, and Rooney Mara’s Discovery",6/13/2016,FALSE,10:50 AM,,,Variety
Jon M. Chu in Talks for In the Heights,6/10/2016,FALSE,2:00 PM,,,Variety
Nashville Officially Picked Up by CMT,6/10/2016,FALSE,9:18 AM,,,Variety
Angelina Jolie Wants Murder on the Orient Express,6/10/2016,FALSE,3:48 AM,,,Variety
Kate Winslet in Talks for The Mountain Between Us,6/8/2016,FALSE,5:46 PM,,,Variety
Ron Howard to Direct Seveneves,6/8/2016,FALSE,5:46 PM,,,Variety
Game of Thrones Season 6 to End with Super-Sized Finale,6/8/2016,FALSE,2:05 PM,,,Variety
Ali Returning to Theaters for Limited Run,6/8/2016,FALSE,2:04 PM,,,Variety
Nashville Could Resurface on CMT,6/7/2016,FALSE,5:21 PM,,,Variety
The Grinch Bumped to 2018,6/7/2016,FALSE,5:20 PM,,,Variety
Blade Runner Sequel Adds Mackenzie Davis,6/7/2016,FALSE,11:34 AM,,,Variety
John Boyega to Star in Pacific Rim 2,6/6/2016,FALSE,11:18 AM,,,Variety
Michael Barbieri Joins Spider-Man: Homecoming,6/6/2016,FALSE,11:17 AM,,,Deadline Hollywood Daily
Superman Will Arrive for Supergirl Season 2,6/6/2016,FALSE,11:16 AM,,,Variety
Elizabeth Banks Exits Pitch Perfect 3,6/3/2016,FALSE,1:12 PM,,,Variety
Transformers 5 Adds Anthony Hopkins,6/3/2016,FALSE,10:27 AM,,,Variety
Gillian Anderson Joins American Gods,6/3/2016,FALSE,10:26 AM,,,Variety
Jaeden Lieberher Joins It,6/2/2016,FALSE,4:58 PM,,,Variety
Rick Famuyiwa to Direct The Flash,6/2/2016,FALSE,1:28 PM,,,Deadline Hollywood Daily
It Adds Bill Skarsgard as Pennywise,6/2/2016,FALSE,1:27 PM,,,Variety
Brie Larson Rumored for Captain Marvel,6/1/2016,FALSE,6:01 PM,,,Variety
T.J. Miller Joins Ready Player One,6/1/2016,FALSE,6:00 PM,,,Variety
Logan’s Run Has a New Screenwriter,6/1/2016,FALSE,2:19 PM,,,Variety
"Homeland to Return in 2017, Set for Seasons 7 and 8",6/1/2016,FALSE,2:18 PM,,,Variety
Outlander Renewed for Seasons 3 and 4,6/1/2016,FALSE,2:17 PM,,,Variety
Transformers: The Last Knight Villain Revealed,5/31/2016,FALSE,1:47 PM,,,CinemaBlend.com
Disney Sets Date for Mary Poppins Sequel,5/31/2016,FALSE,1:47 PM,,,Variety
New Friday the 13th Will Tweak Jason’s Origin,5/31/2016,FALSE,1:46 PM,,,ScreenRant
FX Orders Marvel Drama Legion to Series,5/31/2016,FALSE,1:45 PM,,,Variety
Amy Schumer to Star in Who Invited Her?,5/31/2016,FALSE,1:45 PM,,,Variety
Transparent Renewed for Season 4,5/31/2016,FALSE,1:44 PM,,,Variety
Michael Grandage to Direct New Guys and Dolls,5/31/2016,FALSE,1:43 PM,,,Variety
Netflix Orders Female Wrestling Comedy Series from Jenji Kohan,5/31/2016,FALSE,1:43 PM,,,Deadline Hollywood Daily
Dwayne Johnson Confirmed for Doc Savage Movie,5/30/2016,FALSE,11:53 AM,,,Variety
Jeff Bridges Joins Kingsman: The Golden Circle,5/28/2016,FALSE,1:06 PM,,,Deadline Hollywood Daily
The Maze Runner: The Death Cure Bumped to 2018,5/28/2016,FALSE,10:08 AM,,,Variety
HBO Schedules Westworld Fall Premiere,5/26/2016,FALSE,1:01 PM,,,Variety
Nashville Might Not Be Over After All,5/26/2016,FALSE,11:49 AM,,,Variety
Lionsgate Hoping for As Many as Seven Power Rangers Movies,5/26/2016,FALSE,10:20 AM,,,Deadline Hollywood Daily
The Little Prince Sets August Arrival on Netflix and in Theaters,5/26/2016,FALSE,10:19 AM,,,Deadline Hollywood Daily
The Americans Sets End Date with Two-Season Renewal,5/25/2016,FALSE,11:40 AM,,,Variety
BoJack Horseman Sets Season 3 Premiere Date,5/25/2016,FALSE,9:12 AM,,,Variety
Mike Tyson Joins Kickboxer: Retaliation,5/25/2016,FALSE,8:39 AM,,,Variety
Chariots of Fire Returning to Theaters,5/25/2016,FALSE,8:04 AM,,,Variety
Epix Orders Get Shorty Series,5/24/2016,FALSE,6:10 PM,,,Variety
John Carpenter Returns to Halloween Franchise as Executive Producer,5/24/2016,FALSE,3:35 AM,,,Variety
Animated Garfield Movie in Development,5/23/2016,FALSE,12:43 PM,,,Variety
Ewan McGregor Joins Fargo Season 3,5/20/2016,FALSE,1:53 PM,,,Variety
Fruit Ninja Movie in Development,5/20/2016,FALSE,1:50 PM,,,TheWrap
"Thor: Ragnarok Adds Jeff Goldblum, Cate Blanchett, Karl Urban and More",5/20/2016,FALSE,11:59 AM,,,Variety
Michael Keaton Back in Talks for Spider-Man: Homecoming,5/20/2016,FALSE,11:18 AM,,,Variety
Morley Safer: 1931-2016,5/19/2016,FALSE,9:33 AM,,,Variety
Trainspotting Sequel Coming in February,5/17/2016,FALSE,1:49 PM,,,Variety
Transformers 5 Gets a New Title,5/16/2016,FALSE,6:18 PM,,,Variety
DC Reportedly Planning Harley Quinn Spinoff Movie,5/16/2016,FALSE,12:38 PM,,,Variety
Rush Hour Canceled,5/16/2016,FALSE,12:37 PM,,,Variety
Michael B. Jordan Joins Black Panther,5/13/2016,FALSE,3:35 PM,,,Variety
